FID,OBJECTID,Location,State,Water_Cont,Material,Damae_Int2,Economic,District,ID,Fail_Type,Date,Distri_,Death_,Settlemet_,Dam_Int1,Area,Triggers_,aug_trigger_class,aug_trigger_confidence,aug_severity_class,aug_exposure_context,aug_uncertainty_label,aug_missing_fields_count,aug_missing_fields,aug_failure_process_narrative,aug_planning_summary
470,471,"Assam Basti Vanga Road, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,471,Flow,13/06/2017,Advancing,0,0,Nil,413,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
471,472,"Kamilachari Para, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,472,Flow,13/06/2017,Advancing,0,0,Nil,564,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
472,473,"Kamilachari Para, Kaptai",Active,Wet,Soil,Nil,Low,Rangamati,473,Flow,13/06/2017,Advancing,0,0,Nil,61,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
473,474,Mogban Smriti Temple,Active,Wet,Mixture,High,High,Rangamati,474,Complex,13/06/2017,Advancing,0,0,Nil,55,Rainfall and Hill Cutting,Rainfall and hill cutting,High,High,Anthropogenic slope modification,Low uncertainty,0,,Complex process involving mixture under wet with rainfall and hill cutting as the interpreted trigger context.,Observed complex record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
474,475,"Kamilachari Para, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,475,Flow,13/06/2017,Advancing,0,0,Nil,59,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
475,476,"Kamilachari Para, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,476,Fall,13/06/2017,Advancing,0,0,Nil,29,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Fall process involving debris under wet with rainfall as the interpreted trigger context.,Observed fall record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
476,477,Mogban Union Health Center,Active,Wet,Debris,Nil,Low,Rangamati,477,Fall,13/06/2017,Advancing,0,1,Low,167,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Fall process involving debris under wet with rainfall as the interpreted trigger context.,Observed fall record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
477,478,"Assam Basti Vanga Road, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,478,Slide,13/06/2017,Advancing,0,0,Nil,695,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Slide process involving debris under wet with rainfall as the interpreted trigger context.,Observed slide record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
478,479,Chittagong University, , , ,Nil,Low,Chittagong,479,Topple,2005, ,0,0,Nil,220,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Moderate uncertainty,4,"State, Water_Cont, Material, Distri_",Topple process involving unspecified material under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed topple record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
479,480,Chittagong University,Stabilized,Dry,Soil,Nil,Low,Chittagong,480,Flow,01/01/2015,Advancing,0,0,Nil,70,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving soil under dry with rainfall as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
480,481, , , , , , ,Chittagong,481,Unrecognized,01/01/2015, ,0,0, ,947, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
481,482, , , , , , ,Chittagong,482,Topple,01/01/2016, ,0,0, ,3368, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Topple process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed topple record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
482,483, , , , , , ,Chittagong,483,Topple,2016, ,0,0, ,5073, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Topple process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed topple record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
483,484, , , , , , ,Chittagong,484,Complex,2016, ,0,0, ,4377, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Complex process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed complex record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
484,485, , , , , , ,Chittagong,485,Slide,2016, ,0,0, ,647, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
485,486, , , , , , ,Chittagong,486,Slide,2016, ,0,0, ,2381, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
486,487, , , , , , ,Chittagong,487,Slide,2014, ,0,0, ,993, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
487,488, , , , , , ,Chittagong,488,Slide,2014, ,0,0, ,69, ,Unknown,Low,Low,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
488,489, , , , , , ,Chittagong,489,Unrecognized,2014, ,0,0, ,2293, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
489,490, , , , , , ,Chittagong,490,Unrecognized,2016, ,0,0, ,1331, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
490,491, , , , , , ,Chittagong,491,Unrecognized,2015, ,0,0, ,700, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
491,492, , , , , , ,Chittagong,492,Unrecognized,2016, ,0,0, ,426, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
492,493, , , , , , ,Chittagong,493,Unrecognized,2006, ,0,0, ,3383, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
493,494, , , , , , ,Chittagong,494,Unrecognized,2013, ,0,0, ,340, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
494,495, , , , , , ,Chittagong,495,Unrecognized,2014, ,0,0, ,243, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
495,496, , , , , , ,Chittagong,496,Slide,2014, ,0,0, ,219, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
